PV (kWh),Load (kWh),Price ($/kWh)
0.0,2357.5,0.6693000000000001
0.0,2126.0,0.6142
0.0,1907.0,0.5382
0.0,1755.0,0.526
0.0,1656.0,0.5579
0.0,1591.5,0.4294
0.0,1563.5,0.4196
0.0,1588.0,0.4074
0.0,1664.5,0.4154
0.0,1850.0,0.431
139.5,2054.0,0.5063
636.0,2210.0,0.5859000000000001
1286.5,2348.5,0.6572
1870.5,2467.0,0.7744
2274.0,2526.5,0.9376
2423.0,2551.5,1.0934
2336.5,2573.5,1.2556
2038.5,2562.0,1.38
1607.0,2552.0,1.6402
1111.0,2555.0,1.7502000000000002
601.0,2549.0,1.55
177.5,2521.0,1.3017
0.0,2464.5,1.0053
0.0,2438.0,0.8606
0.0,2338.0,0.8190999999999999
0.0,2104.0,0.6774
0.0,1882.0,0.5861
0.0,1728.5,0.6729999999999999
0.0,1637.0,0.6459
0.0,1578.5,0.6195
0.0,1554.5,0.5236999999999999
0.0,1576.5,0.5218
0.0,1646.5,0.5506
0.0,1830.0,0.5801
139.5,2050.5,0.687
636.0,2205.5,0.7264
1286.5,2319.0,0.8634000000000001
1870.5,2429.0,1.12
2274.0,2491.0,1.4364
2423.0,2538.0,1.5175999999999998
2336.5,2566.5,1.6588
2038.5,2583.0,1.814
1607.0,2585.5,2.05
1111.0,2587.5,2.2
601.0,2584.0,2.0
177.5,2552.5,1.6003
0.0,2501.0,1.4
0.0,2493.5,1.1397
0.0,2380.0,1.1108
0.0,2131.5,0.8748999999999999
0.0,1926.5,0.8104
0.0,1798.5,0.6345000000000001
0.0,1715.5,0.5954999999999999
0.0,1658.5,0.5726
0.0,1629.0,0.5085000000000001
0.0,1640.0,0.4873
0.0,1716.5,0.5153
0.0,1913.5,0.5457
139.5,2143.5,0.6872
636.0,2302.5,0.7662
1286.5,2393.0,0.9269
1870.5,2485.5,1.3530000000000002
2274.0,2531.5,1.5599
2423.0,2554.0,1.7277
2336.5,2580.0,2.2622
2038.5,2570.5,2.6219
1607.0,2539.0,2.9206
1111.0,2483.0,2.9349000000000003
601.0,2446.0,2.6413
177.5,2397.5,2.026
0.0,2341.5,1.5459
0.0,2319.0,1.3214
0.0,2215.5,1.2312
0.0,2016.5,0.8812000000000001
0.0,1826.0,0.7132999999999999
0.0,1690.0,0.6437999999999999
0.0,1615.5,0.6302
0.0,1571.5,0.6128
0.0,1552.5,0.5538000000000001
0.0,1580.5,0.5031
0.0,1668.0,0.5009
0.0,1852.5,0.5710999999999999
139.5,2066.5,0.6243
636.0,2243.0,0.7329000000000001
1286.5,2379.0,0.8472
1870.5,2497.0,1.3
2274.0,2561.0,1.5977
2423.0,2579.5,1.9258
2336.5,2597.5,2.65
2038.5,2601.0,2.9101
1607.0,2605.0,3.137
1111.0,2612.0,3.1847000000000003
601.0,2589.0,2.8837
177.5,2549.0,1.7828
0.0,2497.0,1.4864
0.0,2464.0,1.0745
0.0,2385.5,0.9065
0.0,2205.0,0.8381000000000001
0.0,1999.5,0.7281
0.0,1828.0,0.6149
0.0,1722.0,0.5879
0.0,1656.5,0.5661999999999999
0.0,1625.0,0.5376
0.0,1607.0,0.476
0.0,1613.0,0.4356
0.0,1695.0,0.441
139.5,1854.5,0.4814
636.0,2008.5,0.6054999999999999
1286.5,2135.0,0.6624
1870.5,2242.5,0.7781
2274.0,2303.0,0.8490000000000001
2423.0,2330.5,1.0351
2336.5,2330.5,1.102
2038.5,2312.5,1.2812
1607.0,2311.0,1.2833
1111.0,2320.5,1.1925
601.0,2301.5,1.0792
177.5,2255.0,0.8553000000000001
0.0,2188.0,0.7876000000000001
0.0,2161.0,0.768
0.0,2070.0,0.7711
0.0,1884.5,0.7437999999999999
0.0,1714.5,0.6315
0.0,1565.5,0.491
0.0,1471.0,0.4297
0.0,1415.5,0.4092
0.0,1377.0,0.3977000000000001
0.0,1364.5,0.3457
0.0,1356.5,0.33380000000000004
0.0,1411.0,0.342
139.5,1541.5,0.359
636.0,1686.0,0.41
1286.5,1787.5,0.4393
1870.5,1846.0,0.5347
2274.0,1875.5,0.5481
2423.0,1885.5,0.5941
2336.5,1865.5,0.6123
2038.5,1848.5,0.6624
1607.0,1852.5,0.6144
1111.0,1891.5,0.603
601.0,1925.0,0.5945
177.5,1923.0,0.5654
0.0,1884.0,0.5501
0.0,1885.5,0.5411
0.0,1828.5,0.5473
0.0,1661.5,0.4991
0.0,1508.5,0.4723
0.0,1403.5,0.4673
0.0,1346.5,0.3973
0.0,1313.0,0.3377000000000001
0.0,1304.0,0.3285
0.0,1344.0,0.33520000000000005
0.0,1428.0,0.3848
0.0,1603.0,0.375
139.5,1767.0,0.4172
636.0,1880.5,0.4872
1286.5,1949.0,0.5631
1870.5,2001.5,0.6520999999999999
2274.0,2027.5,0.5968
2423.0,2040.5,0.6468
2336.5,2069.5,0.6986
2038.5,2068.0,0.7206999999999999
1607.0,2068.0,0.8540000000000001
1111.0,2075.0,0.8425
601.0,2084.5,0.7190000000000001
177.5,2060.0,0.6089
0.0,2011.5,0.5958
0.0,2018.0,0.5987
0.0,1924.5,0.5819
0.0,1734.5,0.5293
0.0,1567.0,0.495
0.0,1456.5,0.4523
0.0,1393.0,0.3989
0.0,1355.0,0.3695000000000001
0.0,1344.0,0.3602
0.0,1372.0,0.3447
0.0,1471.5,0.3686
0.0,1637.0,0.3847
139.5,1803.0,0.4159000000000001
636.0,1902.0,0.4958
1286.5,1966.0,0.5645
1870.5,2013.0,0.5996
2274.0,2035.5,0.5926
2423.0,2020.5,0.7334999999999999
2336.5,2024.5,0.6988
2038.5,2013.0,0.7953
1607.0,2006.0,0.7918000000000001
1111.0,2015.0,0.8066
601.0,2036.5,0.7668
177.5,2035.0,0.6239
0.0,1995.5,0.6141
0.0,1995.5,0.6401
0.0,1931.5,0.6129
0.0,1761.0,0.552
0.0,1595.5,0.5051
0.0,1475.0,0.464
0.0,1405.0,0.3941
0.0,1366.0,0.3494
0.0,1352.5,0.3069
0.0,1383.5,0.3062
0.0,1470.0,0.3281
0.0,1638.5,0.3604
139.5,1814.5,0.4156
636.0,1939.0,0.5023
1286.5,2042.0,0.5274
1870.5,2133.5,0.574
2274.0,2178.0,0.5794
2423.0,2184.5,0.5931000000000001
2336.5,2193.0,0.6091
2038.5,2168.5,0.6242
1607.0,2116.5,0.6301
1111.0,2089.0,0.6297999999999999
601.0,2084.0,0.6262
177.5,2048.5,0.5858
0.0,1982.0,0.5661999999999999
0.0,1959.0,0.5434
0.0,1861.5,0.5093
0.0,1657.0,0.4942
0.0,1465.5,0.4528
0.0,1341.5,0.403
0.0,1273.5,0.3793
0.0,1237.0,0.311
0.0,1223.0,0.3086
0.0,1250.5,0.2587
0.0,1337.0,0.2863
0.0,1485.5,0.35450000000000004
139.5,1631.5,0.3896
636.0,1721.5,0.4286
1286.5,1774.5,0.4769
1870.5,1826.5,0.5439
2274.0,1850.5,0.5414
2423.0,1847.0,0.5755
2336.5,1850.0,0.5924
2038.5,1839.0,0.6106
1607.0,1821.5,0.7106
1111.0,1823.0,0.6568999999999999
601.0,1840.5,0.5951
177.5,1832.0,0.5417000000000001
0.0,1812.5,0.5118
0.0,1817.5,0.5049
0.0,1730.5,0.4901
0.0,1575.0,0.4608
0.0,1429.5,0.4322
0.0,1326.5,0.3922
0.0,1275.5,0.3337
0.0,1243.5,0.2634
0.0,1236.5,0.2524
0.0,1264.5,0.2495
0.0,1352.0,0.2774
0.0,1499.5,0.3999
139.5,1663.0,0.3794
636.0,1772.0,0.4093
1286.5,1841.0,0.4301
1870.5,1887.5,0.4927
2274.0,1909.5,0.5157
2423.0,1907.5,0.5371
2336.5,1904.0,0.5579
2038.5,1879.5,0.602
1607.0,1862.0,0.6489
1111.0,1856.5,0.642
601.0,1859.0,0.6048
177.5,1837.0,0.5228
0.0,1808.5,0.4978
0.0,1813.5,0.4942
0.0,1752.0,0.4795
0.0,1606.0,0.4491
0.0,1460.5,0.4369
0.0,1342.5,0.39
0.0,1276.0,0.3443
0.0,1234.0,0.2838
0.0,1215.0,0.26
0.0,1220.5,0.2235
0.0,1245.0,0.2253
0.0,1320.5,0.2495
139.5,1467.5,0.2831
636.0,1622.5,0.3357
1286.5,1728.5,0.3802
1870.5,1794.0,0.4382
2274.0,1829.0,0.4972
2423.0,1856.0,0.5246999999999999
2336.5,1855.5,0.5416
2038.5,1862.0,0.5482
1607.0,1882.5,0.5574
1111.0,1913.0,0.5784
601.0,1934.0,0.5584
177.5,1917.5,0.5287
0.0,1881.0,0.5039
0.0,1897.5,0.5065999999999999
0.0,1838.0,0.494
0.0,1684.0,0.4758
0.0,1524.5,0.4382
0.0,1406.0,0.3849
0.0,1336.0,0.34
0.0,1286.0,0.2965
0.0,1264.5,0.27440000000000003
0.0,1258.0,0.2897
0.0,1271.0,0.2375
0.0,1323.0,0.2366
139.5,1432.0,0.3229
636.0,1577.0,0.3416
1286.5,1696.5,0.369
1870.5,1777.0,0.4564
2274.0,1831.5,0.4672
2423.0,1861.5,0.4855
2336.5,1867.0,0.5164
2038.5,1868.5,0.5401
1607.0,1860.0,0.5558
1111.0,1882.0,0.5943
601.0,1916.5,0.5693
177.5,1914.5,0.5108
0.0,1901.0,0.4781
0.0,1891.0,0.482
0.0,1782.5,0.4708
0.0,1617.5,0.453
0.0,1479.5,0.3937
0.0,1391.0,0.3719
0.0,1337.5,0.34
0.0,1311.0,0.2945
0.0,1300.5,0.2831
0.0,1342.0,0.2618
0.0,1443.5,0.29
0.0,1605.0,0.366
139.5,1771.5,0.4044
636.0,1890.0,0.4266
1286.5,1977.5,0.4642
1870.5,2043.0,0.5428999999999999
2274.0,2091.5,0.5744
2423.0,2112.0,0.5915
2336.5,2139.0,0.6727
2038.5,2145.5,0.7406
1607.0,2142.5,0.7903
1111.0,2144.5,0.7916
601.0,2129.0,0.7071999999999999
177.5,2109.5,0.546
0.0,2057.5,0.5362
0.0,2037.0,0.5376
0.0,1930.0,0.5027
0.0,1737.5,0.4691
0.0,1560.0,0.3917
0.0,1437.5,0.3597
0.0,1364.5,0.2968
0.0,1325.5,0.24670000000000006
0.0,1309.5,0.239
0.0,1340.5,0.2388
0.0,1415.0,0.2699
0.0,1570.5,0.3042
139.5,1746.5,0.3706
636.0,1859.0,0.3997
1286.5,1946.5,0.4422
1870.5,2015.5,0.5253
2274.0,2043.0,0.5589
2423.0,2052.5,0.5552
2336.5,2063.0,0.5772999999999999
2038.5,2062.5,0.6525
1607.0,2063.5,0.7290000000000001
1111.0,2072.0,0.7454000000000001
601.0,2074.0,0.6485
177.5,2048.5,0.55
0.0,1992.0,0.5364
0.0,1987.0,0.5197999999999999
0.0,1886.0,0.5002
0.0,1701.0,0.46
0.0,1523.5,0.4038000000000001
0.0,1399.5,0.35229999999999995
0.0,1328.0,0.2766
0.0,1287.0,0.228
0.0,1274.5,0.2187
0.0,1306.5,0.2198
0.0,1392.0,0.2447
0.0,1554.5,0.2871
139.5,1729.5,0.3615
636.0,1847.0,0.3808
1286.5,1928.5,0.4258
1870.5,1990.5,0.482
2274.0,2026.5,0.5086999999999999
2423.0,2043.0,0.526
2336.5,2068.0,0.5478999999999999
2038.5,2089.0,0.6222
1607.0,2087.5,0.6765000000000001
1111.0,2094.5,0.7299
601.0,2086.0,0.6157
177.5,2048.5,0.5178
0.0,1993.5,0.5025999999999999
0.0,2002.5,0.4955
0.0,1906.5,0.4823
0.0,1716.0,0.4499
0.0,1537.0,0.3789
0.0,1410.0,0.3769
0.0,1339.5,0.2548
0.0,1304.5,0.2324
0.0,1286.5,0.2194
0.0,1311.5,0.2226
0.0,1398.5,0.244
0.0,1562.0,0.2784
139.5,1744.0,0.33
636.0,1876.5,0.3833
1286.5,1969.0,0.4368
1870.5,2046.5,0.5075
2274.0,2088.5,0.5176
2423.0,2105.0,0.5355
2336.5,2126.0,0.5533
2038.5,2107.0,0.6022
1607.0,2081.5,0.665
1111.0,2067.0,0.6970999999999999
601.0,2059.0,0.5832999999999999
177.5,2026.5,0.5153
0.0,1994.5,0.5042
0.0,1986.0,0.4971
0.0,1878.5,0.4689
0.0,1706.5,0.4275
0.0,1533.0,0.3941
0.0,1420.0,0.2826
0.0,1363.0,0.25920000000000004
0.0,1328.5,0.2257
0.0,1317.0,0.2145
0.0,1346.5,0.2229
0.0,1437.5,0.2462
0.0,1593.0,0.2776
139.5,1747.5,0.3146
636.0,1855.5,0.3568
1286.5,1935.0,0.3801
1870.5,1998.5,0.4426
2274.0,2031.5,0.5019
2423.0,2049.0,0.5253
2336.5,2069.0,0.5429999999999999
2038.5,2071.5,0.5672
1607.0,2058.5,0.617
1111.0,2037.0,0.6312
601.0,2021.0,0.5583
177.5,1983.0,0.5018
0.0,1924.5,0.47
0.0,1928.5,0.4641
0.0,1850.5,0.4334
0.0,1695.0,0.4097
0.0,1525.0,0.3186
0.0,1404.5,0.34380000000000005
0.0,1327.5,0.2756
0.0,1280.0,0.2432
0.0,1258.5,0.2255
0.0,1261.5,0.2227
0.0,1294.0,0.22
0.0,1358.5,0.225
139.5,1486.0,0.2625
636.0,1620.0,0.2984
1286.5,1722.5,0.3369
1870.5,1778.5,0.35590000000000005
2274.0,1807.0,0.4202
2423.0,1804.5,0.4406000000000001
2336.5,1795.0,0.4535
2038.5,1779.0,0.4539
1607.0,1781.5,0.467
1111.0,1807.5,0.4681
601.0,1831.0,0.4568
177.5,1822.0,0.452
0.0,1776.5,0.4334
0.0,1796.0,0.4521
0.0,1723.0,0.4314
0.0,1581.0,0.4021
0.0,1431.5,0.3226
0.0,1323.5,0.28300000000000003
0.0,1257.0,0.2525
0.0,1219.0,0.2276
0.0,1197.0,0.2112
0.0,1193.0,0.2013
0.0,1204.0,0.1953
0.0,1243.5,0.1978
139.5,1372.0,0.222
636.0,1528.5,0.2273
1286.5,1638.5,0.2674
1870.5,1700.0,0.3027
2274.0,1730.5,0.3221
2423.0,1744.0,0.3995
2336.5,1740.0,0.4388
2038.5,1734.0,0.445
1607.0,1732.5,0.4723
1111.0,1756.5,0.4783
601.0,1792.0,0.4529
177.5,1787.5,0.4045
0.0,1752.5,0.3934
0.0,1770.0,0.4203
0.0,1671.5,0.4054
0.0,1514.5,0.3882
0.0,1370.5,0.3605
0.0,1277.0,0.25780000000000003
0.0,1225.0,0.2302
0.0,1202.0,0.20010000000000006
0.0,1202.0,0.1942
0.0,1232.0,0.1961
0.0,1322.0,0.2021
0.0,1483.5,0.266
139.5,1662.0,0.2854
636.0,1765.5,0.3032
1286.5,1819.0,0.342
1870.5,1860.5,0.4097
2274.0,1876.0,0.3906
2423.0,1871.5,0.4386
2336.5,1878.0,0.4428
2038.5,1866.0,0.4557
1607.0,1857.5,0.5217
1111.0,1868.0,0.5207999999999999
601.0,1887.5,0.4875
177.5,1869.0,0.4237
0.0,1826.5,0.4081
0.0,1840.0,0.4191
0.0,1734.0,0.3993
0.0,1547.0,0.3306
0.0,1388.0,0.29460000000000003
0.0,1282.0,0.2522
0.0,1224.5,0.2218
0.0,1195.0,0.1898
0.0,1190.0,0.17489999999999994
0.0,1225.5,0.1794
0.0,1315.5,0.2026
0.0,1461.5,0.2478
139.5,1626.0,0.2859
636.0,1727.0,0.3123
1286.5,1791.5,0.3423
1870.5,1854.5,0.3742
2274.0,1893.0,0.3843
2423.0,1900.0,0.4233
2336.5,1921.0,0.4466
2038.5,1915.0,0.4537
1607.0,1910.0,0.4677
1111.0,1919.0,0.48
601.0,1920.5,0.4536
177.5,1899.0,0.4113
0.0,1856.5,0.4074
0.0,1870.5,0.4234000000000001
0.0,1769.5,0.3973
0.0,1588.5,0.3322
0.0,1424.0,0.3055
0.0,1313.5,0.266
0.0,1248.5,0.2465
0.0,1215.0,0.2298
0.0,1208.0,0.2164
0.0,1241.5,0.2249
0.0,1331.5,0.2414
0.0,1486.0,0.2849
139.5,1650.0,0.32280000000000003
636.0,1757.0,0.3472
1286.5,1830.5,0.3766
1870.5,1893.0,0.3989
2274.0,1924.0,0.4449
2423.0,1926.0,0.4646
2336.5,1942.0,0.5168
2038.5,1949.5,0.5261
1607.0,1946.5,0.5402
1111.0,1943.0,0.5537
601.0,1942.0,0.5275
177.5,1915.5,0.4866
0.0,1892.0,0.4511
0.0,1914.5,0.4453
0.0,1810.0,0.4193
0.0,1632.5,0.3986
0.0,1470.5,0.3376
0.0,1369.5,0.2924
0.0,1304.5,0.2669
0.0,1272.5,0.2446
0.0,1270.5,0.234
0.0,1306.0,0.2384
0.0,1409.0,0.2608
0.0,1572.5,0.304
139.5,1745.0,0.341
636.0,1852.5,0.3649
1286.5,1928.0,0.3899
1870.5,1989.5,0.4447
2274.0,2025.0,0.4709
2423.0,2047.0,0.5328
2336.5,2082.0,0.5706
2038.5,2102.5,0.5988
1607.0,2091.5,0.6528
1111.0,2099.5,0.6687000000000001
601.0,2111.5,0.5992999999999999
177.5,2092.5,0.53
0.0,2071.0,0.5075
0.0,2090.0,0.5012
0.0,1984.5,0.4585
0.0,1798.0,0.4272
0.0,1635.5,0.3953
0.0,1516.5,0.3956
0.0,1453.5,0.2966
0.0,1414.5,0.2716
0.0,1407.5,0.2666
0.0,1437.0,0.2666
0.0,1528.0,0.2878
0.0,1692.0,0.3297
139.5,1862.5,0.3715
636.0,1978.0,0.4211
1286.5,2050.5,0.4305
1870.5,2100.0,0.4674
2274.0,2110.0,0.5323
2423.0,2099.5,0.5472
2336.5,2093.5,0.5991
2038.5,2067.5,0.6498999999999999
1607.0,2033.0,0.7004
1111.0,2021.5,0.6934
601.0,2019.5,0.6023
177.5,2001.5,0.5392
0.0,1976.5,0.519
0.0,1995.0,0.5173
0.0,1909.5,0.4843
0.0,1752.5,0.4495
0.0,1588.5,0.4117
0.0,1469.0,0.4019
0.0,1389.5,0.31170000000000003
0.0,1349.0,0.2639
0.0,1317.5,0.249
0.0,1321.5,0.23440000000000005
0.0,1347.0,0.2333
0.0,1412.0,0.2438
139.5,1554.0,0.2627
636.0,1697.0,0.33
1286.5,1808.0,0.4008
1870.5,1848.0,0.3832
2274.0,1849.0,0.4321
2423.0,1834.5,0.4966
2336.5,1811.0,0.5174
2038.5,1791.5,0.5261
1607.0,1794.0,0.5418
1111.0,1808.5,0.5424
601.0,1825.5,0.5288
177.5,1802.5,0.5018
0.0,1759.0,0.4665
0.0,1778.5,0.4495
0.0,1690.0,0.4529
0.0,1550.5,0.4124
0.0,1400.5,0.37
0.0,1290.5,0.3528
0.0,1220.0,0.2957
0.0,1187.0,0.2637
0.0,1158.0,0.2516
0.0,1163.5,0.2349
0.0,1177.5,0.2246
0.0,1220.0,0.2125
139.5,1340.5,0.2212
636.0,1486.0,0.2576
1286.5,1593.0,0.2743
1870.5,1654.0,0.33
2274.0,1685.0,0.3976
2423.0,1693.0,0.3904
2336.5,1690.5,0.4066
2038.5,1690.0,0.4445
1607.0,1712.5,0.455
1111.0,1753.5,0.4567
601.0,1798.0,0.4517
177.5,1792.0,0.4547
0.0,1773.5,0.43
0.0,1800.0,0.4323
0.0,1691.0,0.4211
0.0,1517.5,0.4
0.0,1380.0,0.33740000000000003
0.0,1282.0,0.3211
0.0,1230.0,0.272
0.0,1208.0,0.259
0.0,1206.5,0.2439
0.0,1241.0,0.2419
0.0,1335.0,0.2634
0.0,1497.5,0.2931
139.5,1670.5,0.349
636.0,1796.0,0.3714
1286.5,1885.0,0.4035
1870.5,1953.5,0.431
2274.0,1982.0,0.4649
2423.0,1998.5,0.5279
2336.5,2015.0,0.5535
2038.5,2019.0,0.6189
1607.0,2012.5,0.6981
1111.0,2018.5,0.7226
601.0,2027.0,0.6238
177.5,2008.0,0.5428999999999999
0.0,1964.5,0.5069
0.0,1984.5,0.5117
0.0,1853.5,0.4836
0.0,1657.5,0.4346
0.0,1498.0,0.4068
0.0,1383.5,0.3733
0.0,1325.0,0.2846
0.0,1291.0,0.2634
0.0,1278.5,0.2481
0.0,1308.5,0.2515
0.0,1407.0,0.2749
0.0,1558.5,0.3207
139.5,1723.5,0.3707
636.0,1829.5,0.3921
1286.5,1909.0,0.4233
1870.5,1970.5,0.4529
2274.0,1992.0,0.4861
2423.0,1990.5,0.5726
2336.5,1985.5,0.6236
2038.5,1967.0,0.6654000000000001
1607.0,1950.0,0.7031999999999999
1111.0,1952.0,0.726
601.0,1963.0,0.635
177.5,1953.0,0.5455
0.0,1945.5,0.5174
0.0,1956.5,0.528
0.0,1828.5,0.5008
0.0,1652.0,0.4314
0.0,1499.5,0.3903
0.0,1390.0,0.2963
0.0,1325.5,0.2703
0.0,1294.5,0.2429
0.0,1278.5,0.2267
0.0,1313.0,0.2262
0.0,1407.0,0.2424
0.0,1555.5,0.2771
139.5,1713.0,0.30670000000000003
636.0,1816.0,0.331
1286.5,1872.0,0.3611
1870.5,1918.0,0.3911
2274.0,1931.0,0.4127
2423.0,1930.0,0.4359
2336.5,1935.0,0.4726
2038.5,1918.0,0.4782
1607.0,1913.0,0.4912
1111.0,1916.5,0.4929
601.0,1910.0,0.482
177.5,1875.5,0.4533
0.0,1856.0,0.3981
0.0,1877.5,0.4403
0.0,1755.0,0.3734
0.0,1573.5,0.3381
0.0,1412.0,0.318
0.0,1314.0,0.24850000000000005
0.0,1248.0,0.2294
0.0,1218.5,0.2083
0.0,1208.0,0.1946
0.0,1234.0,0.1992
0.0,1322.0,0.2265
0.0,1471.5,0.255
139.5,1632.5,0.2814
636.0,1745.0,0.3102
1286.5,1811.0,0.3652
1870.5,1867.5,0.3855
2274.0,1896.0,0.3891
2423.0,1898.0,0.4153
2336.5,1908.0,0.4305
2038.5,1900.0,0.4625
1607.0,1890.5,0.4671
1111.0,1891.5,0.4794
601.0,1894.0,0.4702
177.5,1872.0,0.4422
0.0,1843.5,0.3808
0.0,1867.0,0.3988
0.0,1754.0,0.3453
0.0,1577.0,0.3185
0.0,1420.0,0.3074
0.0,1306.5,0.2429
0.0,1248.0,0.2229
0.0,1213.5,0.2112
0.0,1197.5,0.1868
0.0,1225.0,0.1927
0.0,1309.5,0.2202
0.0,1455.5,0.2559
139.5,1623.0,0.2874
636.0,1743.0,0.3152
1286.5,1819.0,0.3591
1870.5,1876.5,0.3812
2274.0,1897.5,0.3932
2423.0,1902.0,0.4179
2336.5,1908.0,0.4363
2038.5,1901.0,0.4602000000000001
1607.0,1890.5,0.4686
1111.0,1888.0,0.4749
601.0,1881.5,0.464
177.5,1851.5,0.3983
0.0,1823.5,0.3777
0.0,1837.0,0.3949
0.0,1739.5,0.34240000000000004
0.0,1585.0,0.3273
0.0,1424.0,0.3084
0.0,1307.5,0.2682
0.0,1247.5,0.2386
0.0,1213.0,0.2155
0.0,1194.0,0.1907
0.0,1199.5,0.1848
0.0,1231.5,0.1928
0.0,1292.0,0.2058
139.5,1435.0,0.2114
636.0,1577.5,0.2648
1286.5,1676.5,0.2953
1870.5,1724.5,0.3164
2274.0,1739.0,0.3321
2423.0,1735.5,0.374
2336.5,1726.5,0.3905
2038.5,1718.0,0.3936
1607.0,1716.5,0.3993
1111.0,1742.0,0.4165
601.0,1769.0,0.3977000000000001
177.5,1755.5,0.3913
0.0,1732.0,0.3514
0.0,1763.0,0.415
0.0,1673.0,0.3464
0.0,1531.0,0.3265
0.0,1384.0,0.2779
0.0,1284.5,0.2956
0.0,1223.0,0.26280000000000003
0.0,1191.0,0.2357
0.0,1173.0,0.2217
0.0,1177.5,0.2043
0.0,1193.0,0.2032
0.0,1231.5,0.2035
139.5,1347.5,0.2028
636.0,1494.5,0.228
1286.5,1605.0,0.2804
1870.5,1679.0,0.3125
2274.0,1717.5,0.3342
2423.0,1733.5,0.3691
2336.5,1726.0,0.375
2038.5,1715.0,0.4178
1607.0,1724.5,0.3993
1111.0,1751.5,0.42
601.0,1791.0,0.4018
177.5,1801.5,0.39
0.0,1812.0,0.3851
0.0,1827.0,0.3961
0.0,1713.5,0.35479999999999995
0.0,1552.0,0.33840000000000003
0.0,1413.0,0.2876
0.0,1325.0,0.3289
0.0,1268.5,0.2674
0.0,1236.0,0.252
0.0,1230.5,0.2387
0.0,1268.5,0.2447
0.0,1364.0,0.2716
0.0,1516.0,0.3035
139.5,1692.5,0.34
636.0,1813.5,0.3615
1286.5,1894.0,0.3847
1870.5,1969.0,0.4256
2274.0,2016.0,0.4524
2423.0,2037.5,0.4595
2336.5,2063.5,0.4772
2038.5,2064.5,0.4964
1607.0,2063.5,0.5339
1111.0,2066.5,0.5533
601.0,2079.5,0.5004
177.5,2060.5,0.4629
0.0,2035.0,0.4518
0.0,2047.5,0.4576
0.0,1915.0,0.4105
0.0,1721.0,0.3789
0.0,1554.0,0.3154
0.0,1434.5,0.33990000000000004
0.0,1366.5,0.2705
0.0,1320.0,0.2535
0.0,1306.0,0.2409
0.0,1325.0,0.2423
0.0,1417.0,0.2771
0.0,1575.0,0.3046
139.5,1735.0,0.3623
636.0,1862.5,0.378
1286.5,1957.0,0.4359
1870.5,2039.0,0.4675
2274.0,2097.5,0.4814
2423.0,2135.0,0.5345
2336.5,2165.5,0.5632
2038.5,2178.0,0.6518
1607.0,2191.5,0.7169
1111.0,2197.5,0.7583
601.0,2193.0,0.6547
177.5,2156.5,0.5051
0.0,2127.0,0.477
0.0,2124.5,0.4763
0.0,1981.5,0.4465
0.0,1779.5,0.3864
0.0,1592.0,0.3504
0.0,1465.0,0.34380000000000005
0.0,1392.0,0.28190000000000004
0.0,1353.0,0.2531
0.0,1332.5,0.2418
0.0,1357.5,0.2429
0.0,1452.5,0.282
0.0,1599.5,0.3196
139.5,1767.5,0.3768
636.0,1903.5,0.3868
1286.5,2012.0,0.4414
1870.5,2111.0,0.4848
2274.0,2181.5,0.5255
2423.0,2225.5,0.5652
2336.5,2276.5,0.65
2038.5,2288.5,0.7734000000000001
1607.0,2296.0,0.8909
1111.0,2300.5,0.9401
601.0,2282.0,0.7947
177.5,2231.5,0.5407
0.0,2201.0,0.5174
0.0,2197.5,0.5265
0.0,2053.0,0.4938
0.0,1839.0,0.4683
0.0,1646.5,0.4297
0.0,1524.5,0.3264
0.0,1446.0,0.3038
0.0,1396.5,0.2465
0.0,1375.5,0.2437
0.0,1408.5,0.2473
0.0,1501.5,0.2711
0.0,1653.5,0.3318
139.5,1826.5,0.3932
636.0,1962.0,0.4189
1286.5,2069.5,0.4495
1870.5,2165.0,0.4803
2274.0,2235.0,0.5245000000000001
2423.0,2285.5,0.636
2336.5,2330.0,0.7553
2038.5,2345.0,0.8962
1607.0,2335.0,0.9763
1111.0,2320.0,1.0228
601.0,2284.0,0.8562000000000001
177.5,2229.0,0.6324000000000001
0.0,2212.5,0.5722
0.0,2210.0,0.5431
0.0,2075.0,0.4907
0.0,1873.5,0.4571
0.0,1694.5,0.3928
0.0,1570.5,0.31420000000000003
0.0,1484.5,0.2912
0.0,1435.5,0.246
0.0,1412.5,0.23010000000000005
0.0,1428.5,0.2297
0.0,1507.5,0.261
0.0,1641.5,0.3155
139.5,1796.5,0.33159999999999995
636.0,1905.5,0.3782
1286.5,1967.0,0.4389
1870.5,2014.0,0.4506
2274.0,2036.5,0.4723
2423.0,2040.0,0.5114
2336.5,2042.0,0.5654
2038.5,2025.5,0.6591
1607.0,1998.5,0.7106999999999999
1111.0,1984.5,0.7173999999999999
601.0,1958.0,0.59
177.5,1906.0,0.5015999999999999
0.0,1863.5,0.4633
0.0,1871.0,0.4686
0.0,1762.0,0.4201
0.0,1600.5,0.3929
0.0,1443.5,0.3392
0.0,1323.0,0.30760000000000004
0.0,1250.0,0.2732
0.0,1208.0,0.2489
0.0,1188.0,0.2267
0.0,1195.0,0.2173
0.0,1230.5,0.225
0.0,1296.5,0.2313
139.5,1422.0,0.2423
636.0,1564.0,0.2842
1286.5,1658.0,0.3113
1870.5,1696.0,0.3391
2274.0,1703.0,0.3675
2423.0,1701.5,0.4064
